user_id,click_top20,like_top20
1053,"1233,534,238,1713,350,312,1000,542,612,323,861,377,715,289,995,433,156,1695,971,776","1233,534,238,1713,350,312,1000,542,612,323,861,377,715,289,433,156,995,776,971,215"
1054,"809,34,149,5,1182,513,353,789,134,1076,172,568,291,21,391,244,265,196,658,238","809,34,149,5,1182,513,353,789,134,1076,568,172,391,21,291,1334,244,658,196,265"
1055,"532,500,5,516,832,244,525,30,44,238,518,455,22,791,382,1106,1201,41,306,520","532,500,5,244,516,238,832,525,44,791,30,518,41,455,1201,407,332,264,513,382"
1056,"323,791,1015,377,513,252,539,1006,375,289,278,156,360,238,326,433,897,318,87,279","1015,323,791,377,1006,252,513,539,375,289,278,156,326,360,433,238,897,279,776,87"
1057,"210,214,995,219,435,128,322,339,421,1,1159,6,212,604,274,729,720,247,93,207","210,214,995,219,435,128,322,339,421,212,1159,1,6,604,274,729,312,187,93,720"
1058,"152,219,712,741,323,238,1159,24,604,547,213,168,1467,322,41,421,560,1004,196,1102","152,219,712,741,323,238,1159,24,604,168,547,213,1467,41,421,322,196,1004,560,1102"
1059,"76,770,317,535,42,815,1630,1121,503,245,1186,553,757,52,872,378,89,1,204,244","76,770,535,42,317,815,1630,1121,503,245,553,52,89,872,1186,757,1,378,438,40"
1060,"156,134,776,529,606,1059,620,120,252,1076,844,930,149,763,121,897,1146,118,892,278","156,134,776,529,606,1059,120,620,252,1076,844,897,121,118,763,1146,149,930,892,278"
1061,"10,27,23,6,45,65,128,125,274,742,663,11,16,34,46,421,97,114,382,734","10,27,23,6,45,65,742,125,128,663,274,16,46,34,97,11,210,114,734,421"
1062,"421,106,48,435,154,630,207,663,24,42,720,168,27,719,128,1241,6,68,125,45","421,106,48,435,154,630,663,207,24,42,720,27,168,719,128,1241,6,125,68,45"
1063,"435,670,214,128,715,211,663,187,24,1,6,260,245,1229,190,1110,39,85,712,68","670,435,214,715,128,211,663,187,6,24,190,1,245,260,1229,278,39,712,85,1110"
1064,"86,39,260,129,24,49,135,247,185,172,117,68,382,152,327,506,510,316,265,530","86,39,260,129,24,49,247,172,135,185,117,152,68,327,265,382,133,530,510,98"
1065,"506,28,281,382,436,306,4,165,40,316,86,168,445,185,39,24,177,51,373,5","506,28,436,281,4,306,382,165,445,40,316,86,168,185,373,177,39,24,505,51"
1066,"10,172,382,41,27,24,28,168,23,49,93,129,51,670,1,52,39,154,42,85","10,172,382,41,27,24,168,28,23,49,93,129,51,670,52,39,1,42,85,154"
1067,"1,322,670,421,435,39,10,135,260,125,27,85,128,339,49,219,274,210,23,93","1,322,421,670,39,435,135,10,260,339,85,27,125,219,49,274,128,68,382,23"
1068,"568,165,515,40,522,658,1182,1195,557,382,291,538,607,705,177,746,535,372,124,1346","568,165,515,40,522,658,1182,1195,382,557,291,538,607,705,177,746,124,535,372,1346"
1069,"507,445,373,243,906,464,923,909,874,902,501,2414,524,1259,484,150,2056,481,1971,1388","507,243,464,906,874,445,373,909,923,902,501,524,2414,484,481,1388,1259,1971,292,895"
1070,"93,39,98,133,114,69,61,105,190,65,247,45,125,152,128,734,24,52,185,168","133,98,114,61,93,190,65,152,69,39,45,125,278,128,734,218,161,105,247,377"
1071,"407,238,729,61,529,542,1000,734,59,350,114,532,98,93,87,133,861,63,663,49","407,238,729,61,529,542,1000,734,59,350,114,98,532,87,93,861,133,63,663,749"
1072,"1,670,52,435,185,662,245,27,85,663,6,339,23,117,65,284,93,42,612,506","1,670,52,435,185,27,245,662,85,663,6,339,23,65,117,93,612,284,42,506"
1073,"1,506,382,767,106,322,24,10,662,48,1107,168,42,52,670,426,28,281,245,68","767,1,506,322,106,48,662,382,10,1107,24,426,42,168,630,52,670,28,281,1529"
1074,"106,1,154,6,435,85,382,168,767,52,129,662,135,247,169,187,245,744,211,1467","106,1,154,6,435,85,382,168,129,52,187,135,767,662,247,211,169,744,386,245"
1075,"1,487,663,106,767,175,247,744,48,10,237,52,68,97,129,995,547,214,260,245","1,487,106,663,175,767,247,48,744,237,52,10,68,547,129,97,995,260,214,245"
1076,"222,21,291,177,336,117,90,815,169,515,14,548,135,522,1257,770,76,146,730,139","222,21,291,336,117,177,90,515,169,815,14,548,135,146,522,1257,6,730,51,76"
1077,"106,175,148,547,97,1349,237,771,1546,185,1229,27,601,23,42,1233,796,1121,44,16","106,175,148,547,97,237,1349,771,185,1546,1229,27,23,42,601,1233,796,44,1121,16"
1078,"438,40,28,281,42,506,165,1107,110,370,439,730,19,222,124,815,117,150,168,568","438,40,28,281,42,506,110,1107,370,165,439,730,19,222,124,815,150,568,313,705"
1079,"39,306,86,93,318,316,172,327,44,265,284,500,382,41,98,525,165,291,534,79","39,86,306,93,172,318,316,265,284,41,327,382,98,500,44,165,51,534,79,291"
1080,"278,219,663,539,210,1006,27,377,734,940,995,238,744,45,791,264,97,39,65,98","278,219,663,539,210,940,1006,734,27,238,995,744,45,377,97,513,791,65,264,432"
1081,"117,49,245,129,168,41,190,133,114,24,260,98,247,284,152,382,65,69,6,5","245,117,129,49,168,41,260,133,24,190,247,114,98,284,152,382,281,316,69,6"
1082,"152,79,172,59,190,129,897,40,61,438,24,65,245,39,125,211,161,281,52,196","152,79,172,59,129,40,438,190,245,24,39,897,281,65,61,125,284,52,211,86"
1083,"187,587,218,715,278,65,63,161,749,114,210,190,125,27,214,98,211,588,219,133","187,65,27,125,6,10,218,114,219,190,23,715,210,587,98,278,63,211,133,749"
1084,"79,157,146,93,59,273,63,211,892,114,190,149,161,168,61,377,128,172,65,105","79,157,93,146,59,63,211,273,168,114,190,149,172,892,161,128,105,61,377,65"
1085,"124,49,168,245,93,24,157,125,211,133,260,265,114,27,45,39,172,68,218,190","124,49,168,245,24,93,157,125,211,260,133,114,265,45,39,27,68,172,218,28"
1086,"52,59,274,734,344,670,516,16,382,5,1229,28,434,124,151,316,756,386,435,892","52,59,274,734,344,670,516,16,1229,5,434,151,382,28,756,124,316,386,892,435"
1087,"1,382,117,28,767,178,712,175,11,316,15,281,238,756,487,536,634,513,560,157","1,382,117,28,767,11,712,178,175,15,238,316,281,756,513,634,536,487,560,157"
1088,"479,104,558,17,1692,573,924,1367,1713,2993,1511,552,36,482,1408,59,470,3197,680,135","479,558,104,17,1692,573,924,1367,1713,2993,1511,552,36,482,59,1408,470,3197,135,680"
1089,"377,278,715,744,218,663,1006,45,114,995,125,97,61,65,27,323,128,93,219,644","377,278,715,744,218,663,1006,45,114,995,97,125,61,65,27,323,128,93,219,644"
1090,"24,247,39,105,670,135,284,28,128,125,382,152,117,172,45,65,133,27,86,157","24,247,39,670,105,135,28,124,157,284,152,128,125,172,382,117,1107,65,45,27"
1091,"61,161,59,133,63,98,172,152,65,539,149,734,41,513,278,5,39,156,196,433","61,161,133,59,172,98,63,152,41,65,539,149,734,5,513,278,39,125,128,45"
1092,"5,51,940,734,17,532,924,610,219,35,1692,407,513,1524,552,41,31,278,33,87","5,51,940,734,17,610,532,924,219,35,1692,31,407,41,513,33,552,1524,278,87"
1093,"79,114,744,588,140,61,190,663,27,23,749,161,215,587,97,247,529,1019,58,129","79,744,114,588,61,140,190,663,27,23,161,749,247,215,97,587,1019,58,129,529"
1094,"27,105,219,52,45,65,23,128,49,391,274,51,15,85,114,322,124,185,5,98","27,105,52,219,45,391,49,23,128,65,51,124,274,85,15,322,175,114,185,5"
1095,"124,281,438,40,1107,157,129,284,52,245,135,42,382,247,172,418,1,117,68,39","124,281,1107,438,40,157,129,52,245,284,42,135,247,418,382,172,1,68,106,530"
1096,"789,353,867,522,513,34,5,542,288,127,165,863,291,70,265,881,172,232,196,607","789,353,34,513,522,867,5,127,542,288,165,265,70,863,291,881,172,196,407,232"
1097,"172,146,93,39,98,79,317,161,734,135,5,542,260,65,892,6,28,353,86,247","172,146,93,79,39,98,317,161,135,734,260,5,65,28,6,542,892,222,247,86"
1098,"10,421,207,200,663,27,219,6,767,128,85,612,125,16,744,97,322,65,720,634","10,421,207,200,663,27,219,6,767,128,85,612,744,125,16,97,65,322,634,720"
1099,"168,670,327,86,133,69,273,128,243,146,306,125,44,547,1107,211,45,172,318,487","168,670,327,86,133,69,128,273,146,125,547,243,211,306,45,1107,172,44,124,28"
1100,"1182,538,425,636,139,738,1302,540,427,578,1857,536,275,201,1500,687,1186,1692,794,696","1182,538,636,139,425,1302,738,540,536,578,1857,427,1500,1186,275,687,30,794,201,731"
1101,"1015,741,991,247,152,85,513,79,1150,295,712,16,1119,326,375,68,193,1001,487,10","1015,741,991,247,152,85,1150,513,79,712,295,326,375,1119,16,68,487,193,365,1001"
1102,"68,260,245,530,52,129,24,247,1107,157,40,505,327,337,86,39,284,384,510,105","530,68,260,245,1107,505,384,337,327,52,510,157,60,40,129,247,243,24,471,86"
1103,"40,281,1529,506,284,165,150,439,110,1107,445,86,382,1527,384,222,306,705,436,526","281,40,1529,506,110,1107,165,439,284,150,445,384,1527,526,86,436,222,382,19,306"
1104,"506,260,1107,510,306,530,247,39,86,436,135,1,28,505,40,316,525,318,471,42","260,247,510,306,506,530,39,1107,86,135,1,436,318,316,525,44,28,505,40,670"
1105,"377,218,39,744,61,278,6,211,69,185,85,219,734,187,135,161,323,41,117,238","377,39,218,744,278,61,69,185,6,219,85,211,734,323,238,135,318,161,44,187"
1106,"219,61,734,274,210,513,133,45,65,23,63,377,214,238,741,6,128,644,161,156","734,219,274,513,61,210,238,45,133,65,377,23,741,63,5,214,6,244,791,128"
1107,"222,21,815,90,1257,291,336,1195,370,538,34,829,901,515,640,770,1366,317,76,506","222,21,815,1257,90,1195,336,291,34,370,538,829,901,515,640,770,28,1366,51,438"
1108,"532,69,185,734,39,238,219,44,51,247,612,274,278,318,663,316,45,670,536,377","69,532,734,238,39,185,219,278,247,663,51,45,612,44,377,274,670,210,65,995"
1109,"539,391,278,375,133,897,11,98,252,513,39,63,161,274,1006,156,34,218,172,739","539,391,375,133,278,39,98,11,274,513,897,63,252,172,23,34,105,161,41,245"
1110,"4,500,306,316,532,832,39,516,789,353,51,135,238,264,284,510,86,734,534,518","4,500,306,316,532,832,39,789,353,516,51,264,238,518,135,734,534,733,510,284"
1111,"11,391,51,208,5,46,609,610,10,382,41,15,172,28,9,1692,31,219,17,135","11,391,208,609,51,610,46,5,9,15,10,17,613,1692,597,41,31,38,35,33"
1112,"28,264,439,31,39,377,61,897,464,252,265,168,510,41,129,465,63,360,306,219","28,264,439,31,377,39,61,897,252,464,265,168,41,129,510,63,465,360,219,306"
1113,"185,274,93,1012,85,41,135,513,24,791,128,542,16,169,5,278,142,21,177,218","185,274,1012,93,85,41,135,513,791,542,24,128,16,5,278,169,21,142,177,218"
1114,"34,391,11,382,41,532,691,4,208,1182,21,165,1257,552,397,332,284,789,324,31","34,391,11,382,41,532,691,208,1182,4,21,165,1257,397,552,284,332,789,31,324"
1115,"1006,738,759,295,468,739,865,679,1028,969,1001,278,1015,784,1096,629,556,193,1116,841","1006,738,759,278,865,739,679,295,647,468,556,841,587,1001,1015,1116,991,1019,513,969"
1116,"798,757,1299,382,20,1062,643,1349,30,942,105,219,383,601,506,244,566,183,276,1","798,757,1299,382,20,1062,643,1349,30,942,383,105,601,506,219,183,566,244,276,1211"
1117,"377,375,245,291,483,336,133,243,912,515,265,471,433,906,60,40,21,149,323,157","377,375,245,483,291,336,133,243,912,515,471,265,433,60,906,40,21,149,157,329"
1118,"39,65,27,219,274,45,41,133,125,23,6,49,129,734,135,24,185,5,51,168","39,219,274,65,27,45,41,734,125,133,135,129,23,49,6,51,185,5,24,247"
1119,"663,213,721,729,1159,217,187,200,216,295,720,128,211,339,1271,1536,1475,990,1476,6","663,213,721,729,1159,217,187,216,200,295,720,128,211,1271,1475,1536,339,990,1476,1249"
1120,"809,61,522,1342,383,535,199,420,265,1039,1334,176,1217,370,178,129,17,942,1195,152","809,61,522,1342,383,199,535,420,265,1039,1334,1217,176,370,178,129,17,942,1195,152"
1121,"281,506,327,28,438,273,222,185,1107,505,86,41,1529,40,6,306,257,69,712,284","281,506,327,28,438,185,273,222,1107,505,86,41,306,40,1529,6,257,69,284,712"
1122,"214,663,61,587,133,212,156,612,128,190,238,252,187,87,734,323,604,741,93,768","214,663,61,612,133,212,587,238,156,128,734,190,1015,604,323,741,252,991,93,670"
1123,"534,892,542,69,273,59,70,920,86,1146,306,1000,95,238,4,111,502,196,167,121","534,892,69,542,59,70,273,86,306,4,920,1000,1146,167,111,502,238,546,265,909"
1124,"756,211,1229,218,715,643,1019,58,206,23,644,714,169,677,85,14,6,738,793,27","756,211,1229,218,715,1019,643,58,206,23,644,714,169,677,85,14,6,738,27,793"
1125,"464,353,172,264,863,746,95,882,1151,897,21,909,1201,93,1257,888,1146,75,397,730","464,353,172,264,746,95,863,882,1151,897,21,1201,909,93,1146,1257,75,888,397,151"
1126,"39,168,172,135,52,117,245,247,128,65,133,41,125,6,190,98,152,45,23,27","172,39,168,135,128,65,52,117,247,125,245,6,133,41,190,152,98,45,23,27"
1127,"529,63,187,156,161,212,587,776,749,214,120,210,61,645,433,620,1076,190,606,133","529,63,187,156,161,212,776,587,749,214,210,120,61,433,645,190,620,133,744,1076"
1128,"175,1587,48,634,112,1353,10,1468,771,1298,1110,798,393,154,1299,766,995,1584,247,276","175,1587,48,634,112,1353,1468,10,771,1298,798,393,1110,154,1299,766,995,1584,276,1634"
1129,"114,133,128,41,185,49,51,5,129,247,24,52,670,172,63,238,168,744,377,245","114,133,128,49,41,185,51,5,129,247,24,63,52,670,172,744,377,168,238,245"
1130,"1,27,23,68,172,382,190,10,41,51,734,274,219,28,715,200,377,5,532,44","1,27,23,10,172,382,68,190,41,51,28,734,219,274,715,200,532,5,377,124"
1131,"1,630,670,612,106,663,48,237,52,547,200,1467,129,720,97,214,598,995,45,125","1,630,670,612,106,663,48,237,52,547,1467,200,129,720,97,214,995,598,45,125"
1132,"211,529,27,274,238,776,39,69,670,663,129,59,105,87,647,85,435,52,120,97","529,211,27,274,238,776,39,69,663,670,87,59,647,129,105,120,85,435,97,52"
1133,"377,133,152,214,218,63,39,210,211,79,45,128,323,897,157,539,195,433,69,278","377,133,152,218,214,63,39,210,211,45,128,79,157,539,323,61,897,185,278,69"
1134,"24,260,214,663,85,106,23,210,211,322,218,715,152,98,547,175,133,207,97,42","24,214,663,260,85,23,210,218,211,106,715,98,152,322,133,114,97,207,175,547"
1135,"214,741,120,161,219,513,703,187,128,295,433,312,213,556,1242,93,69,1001,274,729","214,120,741,161,513,219,703,187,312,433,295,128,213,556,1001,93,69,729,134,99"
1136,"69,318,245,377,93,152,306,273,105,185,44,68,327,168,24,157,265,983,114,542","69,318,377,245,152,93,306,68,105,273,185,327,168,44,24,983,157,265,114,79"
1137,"284,44,510,28,734,220,1233,445,536,426,22,117,940,1107,257,30,487,612,89,530","44,284,510,28,734,1233,220,22,940,445,536,426,117,30,257,1107,612,487,89,267"
1138,"791,513,5,789,318,353,734,542,51,407,455,377,86,391,278,28,244,133,940,306","791,513,5,789,318,353,734,542,407,51,455,377,86,940,244,391,278,28,306,133"
1139,"157,172,306,471,505,68,152,105,382,146,41,69,177,316,906,21,98,273,539,568","157,172,306,471,505,68,105,152,382,177,41,316,69,146,21,568,436,906,445,521"
1140,"663,560,421,1241,1,78,435,106,1238,154,961,214,1232,1451,586,670,1546,749,205,1731","663,560,1241,421,78,1,435,214,961,1238,1232,106,154,1451,749,586,670,759,1546,205"
1141,"391,1692,609,610,17,33,51,9,613,597,552,15,26,607,47,633,332,924,730,1738","391,1692,609,17,610,33,51,9,613,552,597,15,607,26,47,633,332,924,1738,1334"
1142,"284,5,353,264,318,1182,438,542,281,863,265,69,515,222,40,516,21,471,232,734","284,5,353,438,1182,265,264,515,281,318,222,542,40,69,21,863,190,471,516,734"
1143,"421,10,106,1,200,435,548,42,85,6,125,207,24,52,634,767,129,744,168,247","421,10,106,1,200,435,548,85,42,6,125,207,24,634,767,52,744,129,97,247"
1144,"39,129,247,24,52,185,168,135,245,114,133,65,69,260,125,45,128,670,6,190","39,247,129,24,52,185,168,135,245,114,133,65,69,260,45,125,670,128,6,274"
1145,"1,663,10,421,1159,27,744,219,612,97,24,129,247,52,274,125,39,23,168,65","663,1,10,1159,421,744,27,612,219,97,24,129,247,52,125,274,39,214,23,65"
1146,"377,897,289,539,971,156,432,776,2136,360,652,1059,513,494,1955,161,318,2380,926,1172","377,897,289,539,971,156,776,432,2136,513,1059,494,161,652,360,318,365,1675,1955,1019"
1147,"1238,995,832,532,1106,1093,295,618,1457,1349,1923,1,965,237,1002,717,44,1466,78,986","1238,995,832,532,1106,1093,295,618,1457,1923,237,1349,717,1,965,1466,1002,44,78,986"
1148,"207,178,85,117,41,20,382,135,643,222,172,219,128,291,756,27,383,125,712,65","207,178,85,117,41,20,643,135,382,219,172,128,222,756,27,125,65,291,45,712"
1149,"190,133,98,513,93,65,49,542,41,161,377,539,172,152,407,218,129,59,244,156","190,133,98,513,93,65,49,41,542,377,161,152,218,539,172,244,129,247,156,407"
1150,"378,261,2418,891,1756,2220,2223,2622,2758,1787,1865,2001,1080,335,1654,372,356,2028,2236,1024","378,261,2418,891,1756,2220,2223,2622,1865,2758,1787,372,335,2001,1080,1654,356,2028,2236,130"
1151,"149,39,244,260,69,1201,318,59,336,353,515,129,542,165,337,65,52,21,247,5","149,39,244,260,1201,69,318,336,59,353,165,129,515,337,542,21,52,65,247,5"
1152,"529,620,120,763,631,156,161,930,647,739,645,1059,784,565,252,768,1076,278,433,59","529,120,620,763,156,631,161,930,647,1059,645,739,252,278,433,784,565,768,644,59"
1153,"789,500,244,516,733,532,518,238,520,5,1201,1151,832,838,950,407,513,734,886,534","789,500,244,733,516,518,532,238,520,1201,1151,5,838,950,832,886,513,734,1158,517"
1154,"940,2,1524,264,436,791,924,455,364,287,552,4,31,373,11,1614,520,2029,332,15","940,264,791,2,1524,455,436,4,364,373,520,525,532,924,332,353,509,789,318,552"
1155,"118,897,156,151,434,121,149,94,241,529,190,126,140,61,75,1146,111,214,377,892","118,156,897,151,434,121,149,529,94,190,241,61,126,140,75,1146,214,377,111,892"
1156,"691,1257,28,165,438,4,882,370,568,21,90,1182,34,640,5,172,506,51,413,418","1257,691,28,165,438,370,568,640,90,413,4,418,21,506,882,34,1527,172,177,1182"
1157,"93,49,39,172,129,133,168,41,135,65,24,117,245,52,128,247,125,152,6,61","93,49,39,172,133,129,65,41,168,117,128,24,135,125,152,6,245,52,247,61"
1158,"165,34,397,815,281,90,40,506,1195,5,177,370,391,291,168,11,439,105,522,24","165,34,397,281,815,90,40,5,506,177,1195,391,370,291,168,11,105,439,24,39"
1159,"156,644,87,210,741,65,214,539,187,219,749,128,93,274,763,59,211,203,897,604","156,210,644,65,214,87,219,539,187,128,93,741,274,6,211,152,49,749,59,79"
1160,"264,232,238,518,244,520,500,838,733,863,950,832,1201,350,886,534,332,502,70,316","238,232,264,244,500,518,733,520,838,950,1201,316,863,534,832,350,886,51,70,502"
1161,"532,995,219,536,734,791,238,940,604,278,274,185,744,663,51,339,69,295,264,5","532,995,536,219,791,940,734,238,604,185,274,278,51,744,663,264,295,339,69,5"
1162,"42,48,800,245,435,630,88,1587,148,506,694,110,157,1071,260,1546,144,237,384,195","42,48,245,435,630,800,506,88,148,1587,260,110,237,1546,157,384,195,694,1071,284"
1163,"892,156,1146,121,844,1059,265,167,776,151,606,529,320,63,648,930,95,91,79,120","156,1146,844,776,1059,121,892,606,529,151,320,648,265,167,930,120,95,620,63,189"
1164,"445,418,110,281,257,526,471,454,439,382,796,220,327,909,2040,32,500,413,705,358","445,418,110,281,257,526,454,471,439,382,796,327,220,2040,909,413,32,705,417,987"
1165,"278,238,114,219,513,274,51,27,41,128,791,539,353,244,318,135,264,214,52,161","278,238,114,513,219,274,51,27,128,41,539,791,353,244,318,135,264,214,407,161"
1166,"39,45,129,27,125,24,114,49,219,135,128,247,274,6,23,185,133,52,41,168","39,185,247,24,129,135,52,49,45,274,168,670,125,114,219,128,27,1,6,245"
1167,"168,284,382,172,260,438,105,68,506,49,1107,86,93,157,530,165,505,41,1,152","168,284,172,105,49,382,260,93,438,68,86,157,506,41,152,165,1107,530,1,128"
1168,"789,535,5,165,232,41,139,51,1182,733,1136,180,382,169,39,318,149,867,542,16","789,5,535,232,165,41,139,51,1182,733,1136,180,169,382,39,318,149,542,867,16"
1169,"14,425,643,548,184,199,169,1299,799,178,1043,742,16,626,1211,1309,393,1314,207,1186","14,643,425,199,184,169,1299,799,178,548,1211,626,1043,742,16,1309,1314,1186,207,393"
1170,"154,421,662,106,237,598,10,116,634,694,160,144,429,1546,724,88,1587,840,1071,586","154,421,662,106,237,598,10,116,694,634,144,429,160,1546,724,88,1587,1071,586,840"
1171,"69,532,542,318,306,39,500,5,520,734,51,185,525,105,1713,353,316,44,789,455","69,532,542,318,520,306,500,5,39,51,525,734,185,1713,353,105,455,316,789,44"
1172,"222,382,401,41,522,535,336,370,34,76,538,1529,5,901,770,1107,515,149,306,51","222,382,401,370,1529,522,41,76,535,34,336,538,1107,770,901,5,19,306,150,51"
1173,"863,406,436,351,1182,5,86,506,177,32,28,1136,464,2154,336,292,130,1367,288,383","863,1182,351,406,5,436,86,177,1136,28,506,336,32,464,288,292,2154,383,438,382"
